basetime,city_id,NO2,O3,PM10,PM2.5
2015-01-10,AQ028,19.06,43.02,24.46,10.37
2015-01-10,AQ029,3.47,70.49,5.52,4.40
2015-01-10,AQ030,17.35,34.22,8.19,8.24
2015-01-10,AQ031,13.63,52.69,7.96,5.74
2015-01-10,AQ032,5.47,27.97,36.85,12.49
2015-01-10,AQ033,7.09,52.29,5.42,3.08
2015-01-10,AQ034,6.39,39.41,26.27,12.42
2015-01-10,AQ035,3.31,60.66,6.70,3.32
2015-01-10,AQ036,7.57,57.91,10.12,6.61
2015-01-10,AQ037,37.87,10.88,31.31,19.64
2015-01-10,AQ038,5.02,43.20,16.78,9.47
2015-01-10,AQ039,10.42,23.96,39.86,14.31
2015-01-10,AQ040,11.50,31.13,22.13,12.42
2015-01-10,AQ041,10.47,47.61,5.56,3.90
2015-01-10,AQ042,7.15,52.39,6.29,4.90
2015-01-10,AQ043,9.47,33.18,26.60,18.42
2015-01-10,AQ044,23.72,9.78,15.85,9.46
